scenario,name,seed,functional_status,quality_status,reason,expected,coverage,data_mode,dataset_id,events,excluded_advisory_evidence,f1,false_alerts,gated_options,graph_f1,graph_status,labelled_records,mapped_records,median_detection_seconds,missed_events,missed_positive_records,missing_geometry,passing_options,precision,recall,seconds,sources,stale_records,supporting_pairs,test_records,vetoed_options,f1_delta,graph_f1_delta,recall_delta,coverage_delta,same_frozen_model,changed_records,labels_changed,findings,event_root,run_id
S13-5,Type-invalid negatives,11,PASS,MEASURED,,Reject type-invalid inferred edges and report candidate exclusions.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.12874010900122812,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],189698db0f18a99c92828eb3f258a9e8e92218a1e8ff17775f71be60d11ede9d,run-26e5f2156e7e4bbe
S8-1,Contradictory constraints,11,PASS,MEASURED,,Return gated or rejected options when the allowed budget is impossible.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,0,1.0,1.0,0.13968409500012058,4,0,159,320,3,0.0,0.0,0.0,0.0,True,0,0,"[""No advisory option passes the declared envelope.""]",189698db0f18a99c92828eb3f258a9e8e92218a1e8ff17775f71be60d11ede9d,run-349f8698407a46a8
S8-2,Instructions embedded in evidence,11,PASS,MEASURED,,Keep source text as data; the local policy remains unchanged.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.19339980400036438,4,0,159,320,0,0.0,0.0,0.0,0.0,True,16,0,[],ff18876269b8e3cd8bfd7aea6acd09c8b97110fa9ec4d45d3af600e998bc49da,run-9eb46f65b9c547d4
S8-3,Incomplete scenario,11,PASS,MEASURED,,Expose missing goal/resource fields and gate the output.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,3,1.0,MEASURED,320,320,0.0,0,0,0,0,1.0,1.0,0.1506016200000886,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,"[""No advisory option passes the declared envelope.""]",189698db0f18a99c92828eb3f258a9e8e92218a1e8ff17775f71be60d11ede9d,run-f3243f0ef97345da
S8-4,Proposal mode collapse,11,PASS,MEASURED,,Detect duplicate option envelopes and retain reviewer dissent.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,2,1.0,MEASURED,320,320,0.0,0,0,0,1,1.0,1.0,0.16120058199885534,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],189698db0f18a99c92828eb3f258a9e8e92218a1e8ff17775f71be60d11ede9d,run-65d839a7f02c4c9f
S14-1,Mixed coordinate systems,11,PASS,DEGRADATION_OBSERVED,,Transform supported EPSG:3857 points or exclude unsupported CRS.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,0.9573770491803278,MEASURED,320,301,0.0,0,0,19,3,1.0,1.0,0.37930047800000466,4,0,146,320,0,0.0,-0.042622950819672156,0.0,0.0,True,79,0,"[""Link-classification F1 decreased.""]",fb65a7c0b70fe88881ba400eb56b13dac2dfc6f1dbda4a08b179bbee8c214687,run-033ddc7deb5140a7
S14-2,Stale source layer,11,PASS,MEASURED,,Show source age relative to the replay cutoff and stale status.,1.0,SYNTHETIC_TEST,demo-11,2,74,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.17294556100023328,4,80,77,320,0,0.0,0.0,0.0,0.0,True,80,0,"[""Stale map records are retained with age labels.""]",1cf3c01a57bce226dce1dabcd2c6b8925b7a6d29a0f6349181d000a570f0796d,run-bebd320c91204c08
S14-3,Dense map labels,11,PASS,MEASURED,,Stable grouping and accessible marker details preserve readability.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.16178911900169624,4,0,159,320,0,0.0,0.0,0.0,0.0,True,240,0,[],6b6785b82c4511c9222bb7d7dee6a321bde31a1541126d5808d4865141d99175,run-a86337140dbb4bd8
F-1,Remove FCI,11,PASS,MEASURED,,Remove bioelectric observations and compare held-out quality and missingness.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.17758318499909365,4,0,159,320,0,0.0,0.0,0.0,0.0,True,320,0,[],9495054f079d41699a3b37a1ed5c8fdc64686f01262f207f91078eb7c8329c90,run-e40cd5fc970c4ba4
F-2,Remove Agaric imagery,11,PASS,MEASURED,,Remove the imagery source and inspect lost supporting paths.,1.0,SYNTHETIC_TEST,demo-11,2,45,1.0,0,0,1.0,MEASURED,240,240,0.0,0,0,0,3,1.0,1.0,0.12208702600037213,3,0,77,240,0,0.0,0.0,0.0,0.0,True,0,0,[],e7bd93b18ca72e4dcc694a6b43cc8913b0904984090d7400169da99c4f2ef68e,run-d5cfdb6a60a34530
F-3,Remove Psathyrella acoustics,11,PASS,MEASURED,,Remove acoustic evidence and inspect changed support.,1.0,SYNTHETIC_TEST,demo-11,2,45,1.0,0,0,1.0,MEASURED,240,240,0.0,0,0,0,3,1.0,1.0,0.12422893300026772,3,0,77,240,0,0.0,0.0,0.0,0.0,True,0,0,[],3946734b5511192f56cb744a7689ef5713ce020a11bef6a95772a089ea91c852,run-f20aa84f859b4620
F-4,250 ms clock offset,11,PASS,MEASURED,,Apply a declared offset and retain a clock-quality flag.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.19243407499925524,4,0,159,320,0,0.0,0.0,0.0,0.0,True,320,0,[],60a8e0b055e174ad402e067d23b2e1518e31f4391757f7fce9a61dba892a4fcf,run-19337860a6014e2f
F-5,Delay 5% of packets,11,PASS,MEASURED,,"Delay exactly a seeded 5% sample by 30 seconds; this is delay, not loss.",1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.2333700780000072,4,0,159,320,0,0.0,0.0,0.0,0.0,True,16,0,[],b2982bfe143a03e908464ba4a6282ae10e95e321f235813e8d61270163162d3a,run-8e0b307ec6044fc8
F-6,Linear calibration drift,11,PASS,DEGRADATION_OBSERVED,,Apply a drift to one source; report detection degradation honestly.,1.0,SYNTHETIC_TEST,demo-11,2,63,0.9823008849557522,4,0,1.0,MEASURED,320,320,0.0,0,0,0,3,0.9652173913043478,1.0,0.1428148710001551,4,0,159,320,0,-0.017699115044247815,0.0,0.0,0.0,True,80,0,"[""Temporal classifier F1 decreased relative to the unchanged capture.""]",dd78f8e4edee5c8f1058389e131c9e6bca55fd5d8bed4bbf2c02aeb6544b81a3,run-c0c620c3c24a4cec
F-7,Central raw versus edge summaries,11,PASS,MEASURED,,"Compare serialized payload sizes; this measures software payloads, not RF performance.",1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.26550589299949934,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],189698db0f18a99c92828eb3f258a9e8e92218a1e8ff17775f71be60d11ede9d,run-270f0c5f307e4e24
D-1,Six-hour partition,11,PASS,MEASURED,,"Simulate contact loss, preserve recorded queued events, then reconcile.",1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.2936704129988357,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],189698db0f18a99c92828eb3f258a9e8e92218a1e8ff17775f71be60d11ede9d,run-b64cb03e2868404d
D-2,Duplicate replay,11,PASS,MEASURED,,Authenticated store-and-forward accepts each event identity once.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1389616020005633,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],189698db0f18a99c92828eb3f258a9e8e92218a1e8ff17775f71be60d11ede9d,run-8e02708344fc45d3
D-3,Forged authenticator,11,PASS,MEASURED,,Reject a modified record with the original HMAC authenticator.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.15821547399900737,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],189698db0f18a99c92828eb3f258a9e8e92218a1e8ff17775f71be60d11ede9d,run-5a4e94cbe5f2435f
D-4,Identity equivocation,11,PASS,MEASURED,,Quarantine conflicting payloads at one identity and sequence.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.13932251799997175,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],189698db0f18a99c92828eb3f258a9e8e92218a1e8ff17775f71be60d11ede9d,run-256b027706084a84
D-5,Stale model version,11,PASS,MEASURED,,Quarantine a model version outside the configured allowlist.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.23694962999979907,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],189698db0f18a99c92828eb3f258a9e8e92218a1e8ff17775f71be60d11ede9d,run-c0de805d2be741dd
D-6,Poisoned update candidate,11,PASS,MEASURED,,Exercise bounded update validation only; this is not federated training.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1522499450002215,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],189698db0f18a99c92828eb3f258a9e8e92218a1e8ff17775f71be60d11ede9d,run-217b2a9be3a64d81
D-7,Gateway interruption,11,PASS,MEASURED,,Queue recorded evidence and resume deterministic reconciliation.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.14071823700032837,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],189698db0f18a99c92828eb3f258a9e8e92218a1e8ff17775f71be60d11ede9d,run-e55bb50dd40a46c9
D-8,90% bandwidth reduction,11,PASS,MEASURED,,Use a simulated byte budget and report additional queue clearance time.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.16608804099996632,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],189698db0f18a99c92828eb3f258a9e8e92218a1e8ff17775f71be60d11ede9d,run-cb24a67766a0467f
D-9,Clock spoofing,11,PASS,MEASURED,,Quarantine a record outside the allowed timestamp window.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1539474559995142,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],189698db0f18a99c92828eb3f258a9e8e92218a1e8ff17775f71be60d11ede9d,run-94a1dd603d21431d
D-10,Conflicting sensors,11,PASS,MEASURED,,Preserve counterevidence and show lower independent corroboration.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.2882138830009353,4,0,159,320,0,0.0,0.0,0.0,0.0,True,80,0,[],2af6e30b3dc888f9b369bc94bef59cf6e53493d4e56d86f8242dd0791248dc6d,run-05f6f451a6c94bfe
M-1,Rate escalation,11,PASS,DEGRADATION_OBSERVED,,Increase injected event prevalence while preserving source mix.,1.0,SYNTHETIC_TEST,demo-11,3,62,0.9256198347107438,0,0,0.8958333333333334,MEASURED,320,320,0.0,0,18,0,3,1.0,0.8615384615384616,0.1467380489993957,4,0,159,320,0,-0.07438016528925617,-0.10416666666666663,-0.1384615384615384,0.0,True,30,30,"[""Temporal classifier F1 decreased relative to the unchanged capture."", ""Recall including abstentions decreased."", ""Link-classification F1 decreased.""]",cbfe9b3e0d10ea542fda065d42becebc62aa79d1e868921e9cda57f2a11425fb,run-c3451ea11dd54384
M-2,Source-role shift,11,PASS,MEASURED,,Move event-bearing sources without changing the sample count.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.14762864700060163,4,0,159,320,0,0.0,0.0,0.0,0.0,True,26,4,[],f73d9bc626d8a0b8327e036d13938fc97edbe873dbc066ca3d1da41ccf1a1027,run-7dea4c7e64514825
M-3,Spatial displacement,11,PASS,DEGRADATION_OBSERVED,,Move the synthetic event footprint; retain coordinate provenance.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,0.8222222222222222,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.19049540300147783,4,0,111,320,0,0.0,-0.1777777777777778,0.0,0.0,True,26,0,"[""Link-classification F1 decreased.""]",5755578819180197fe99136785f4c70724dcf40c8c2fcbce227b3265b17d21d2,run-861eeb18e3b947d4
M-4,Periodicity disruption,11,PASS,DEGRADATION_OBSERVED,,Break a background periodic component and inspect response.,1.0,SYNTHETIC_TEST,demo-11,2,62,0.9823008849557522,4,0,0.9814814814814815,MEASURED,320,320,0.0,0,0,0,3,0.9652173913043478,1.0,0.25460994800050685,4,0,165,320,0,-0.017699115044247815,-0.01851851851851849,0.0,0.0,True,320,0,"[""Temporal classifier F1 decreased relative to the unchanged capture."", ""Link-classification F1 decreased.""]",80060dd98e48976b466b7ecb64cc8ca71f37c50e032237941d49e364cd8b55df,run-58e9be1c589d48b4
M-5,Coordinated multi-source motif,11,PASS,DEGRADATION_OBSERVED,,Correlate a controlled signal change across independent sources.,1.0,SYNTHETIC_TEST,demo-11,3,90,0.9621993127147767,0,0,0.9185185185185185,MEASURED,320,320,0.0,0,11,0,3,1.0,0.9271523178807947,0.15047736000087752,4,0,186,320,0,-0.037800687285223344,-0.08148148148148149,-0.07284768211920534,0.0,True,40,40,"[""Temporal classifier F1 decreased relative to the unchanged capture."", ""Recall including abstentions decreased."", ""Link-classification F1 decreased.""]",d9d92d3757f48160eb567c72fa7da1630e215475ebfb2cbc7a671f548bbe17a5,run-80a47f0da5cb4e51
M-6,Source-volume false-positive trap,11,PASS,MEASURED,,Replay copies without introducing a new underlying event.,1.0,SYNTHETIC_TEST,demo-11,2,61,1.0,0,0,1.0,MEASURED,320,320,0.0,0,0,0,3,1.0,1.0,0.1463394900001731,4,0,159,320,0,0.0,0.0,0.0,0.0,True,0,0,[],189698db0f18a99c92828eb3f258a9e8e92218a1e8ff17775f71be60d11ede9d,run-2ac4c66c9b0d4e02
